datetime,S,E,I,Q,R,D,P
30-Nov-2020,6379309,314770,433916,71420,450518,16945,265848391
01-Dec-2020,5976904,301509,441575,72828,454588,17069,266250796
02-Dec-2020,5599882,288806,448581,74248,458739,17195,266627818
03-Dec-2020,5246642,276639,454967,75671,462969,17324,266981058
04-Dec-2020,4915686,264984,460762,77089,467280,17455,267312014
05-Dec-2020,4605607,253821,465995,78495,471670,17588,267622093
06-Dec-2020,4315085,243127,470694,79884,476140,17724,267912615
07-Dec-2020,4042891,232885,474886,81249,480687,17862,268184809
08-Dec-2020,3787868,223073,478597,82587,485310,18003,268439832
09-Dec-2020,3548929,213675,481849,83892,490008,18146,268678771
10-Dec-2020,3325064,204673,484666,85161,494778,18291,268902636
11-Dec-2020,3115320,196051,487071,86390,499620,18438,269112380
12-Dec-2020,2918806,187791,489084,87578,504529,18588,269308894
13-Dec-2020,2734689,179879,490726,88721,509504,18739,269493011
14-Dec-2020,2562186,172301,492016,89818,514542,18892,269665514
15-Dec-2020,2400564,165042,492972,90867,519641,19047,269827136
16-Dec-2020,2249137,158089,493613,91866,524798,19204,269978563
17-Dec-2020,2107262,151429,493954,92815,530009,19362,270120438
18-Dec-2020,1974337,145049,494012,93713,535273,19523,270253363
19-Dec-2020,1849796,138938,493802,94559,540586,19684,270377904
20-Dec-2020,1733112,133085,493339,95353,545946,19847,270494588
21-Dec-2020,1623787,127478,492637,96095,551348,20011,270603913
22-Dec-2020,1521359,122108,491709,96785,556791,20177,270706341
23-Dec-2020,1425392,116963,490568,97423,562272,20344,270802308
24-Dec-2020,1335479,112036,489226,98010,567787,20511,270892221
25-Dec-2020,1251237,107316,487695,98545,573333,20680,270976463
26-Dec-2020,1172310,102794,485986,99030,578909,20850,271055390
27-Dec-2020,1098361,98464,484110,99466,584510,21020,271129339
28-Dec-2020,1029076,94316,482076,99852,590135,21191,271198624
29-Dec-2020,964163,90342,479894,100190,595780,21363,271263537
30-Dec-2020,903344,86536,477574,100482,601443,21535,271324356
31-Dec-2020,846361,82890,475124,100727,607121,21708,271381339
01-Jan-2021,792973,79398,472552,100927,612812,21881,271434727
02-Jan-2021,742952,76053,469867,101083,618512,22054,271484748
03-Jan-2021,696087,72849,467076,101196,624221,22228,271531613
04-Jan-2021,652178,69780,464186,101268,629934,22401,271575522
05-Jan-2021,611039,66840,461205,101299,635650,22575,271616661
06-Jan-2021,572495,64024,458139,101290,641367,22749,271655205
07-Jan-2021,536382,61327,454993,101244,647083,22923,271691318
08-Jan-2021,502547,58743,451775,101160,652794,23097,271725153
09-Jan-2021,470847,56268,448489,101041,658500,23270,271756853
10-Jan-2021,441146,53898,445142,100887,664199,23443,271786554
11-Jan-2021,413318,51627,441738,100700,669887,23616,271814382
12-Jan-2021,387246,49452,438282,100481,675564,23789,271840454
13-Jan-2021,362819,47369,434780,100231,681228,23961,271864881
14-Jan-2021,339932,45373,431234,99952,686877,24133,271887768
15-Jan-2021,318490,43462,427650,99644,692510,24304,271909210
16-Jan-2021,298399,41631,424032,99308,698124,24475,271929301
17-Jan-2021,279576,39877,420383,98946,703719,24645,271948124
18-Jan-2021,261941,38197,416706,98559,709292,24815,271965759
19-Jan-2021,245418,36588,413007,98148,714843,24984,271982282
