datetime,S,E,I,Q,R,D,P
14-Dec-2020,2562186,172301,492016,89818,514542,18892,269665514
15-Dec-2020,2395046,170622,493094,90867,519641,19047,269826952
16-Dec-2020,2238798,168660,494080,91870,524798,19204,269977859
17-Dec-2020,2092734,166449,494965,92828,530010,19362,270118921
18-Dec-2020,1956193,164020,495739,93742,535275,19523,270250779
19-Dec-2020,1828554,161400,496395,94613,540590,19684,270374033
20-Dec-2020,1709238,158616,496926,95442,545954,19847,270489246
21-Dec-2020,1597705,155690,497329,96231,551362,20012,270596940
22-Dec-2020,1493447,152645,497600,96979,556815,20178,270697607
23-Dec-2020,1395991,149500,497734,97687,562308,20345,270791706
24-Dec-2020,1304894,146273,497730,98356,567840,20513,270879663
25-Dec-2020,1219742,142982,497587,98986,573409,20682,270961881
26-Dec-2020,1140148,139641,497303,99578,579013,20853,271038733
27-Dec-2020,1065750,136263,496880,100133,584648,21024,271110571
28-Dec-2020,996209,132862,496317,100649,590314,21196,271177721
29-Dec-2020,931208,129449,495615,101129,596008,21370,271240490
30-Dec-2020,870451,126035,494777,101572,601728,21544,271299163
31-Dec-2020,813662,122627,493803,101979,607472,21718,271354008
01-Jan-2021,760582,119235,492696,102350,613238,21894,271405275
02-Jan-2021,710968,115867,491458,102685,619024,22070,271453198
03-Jan-2021,664595,112528,490093,102985,624828,22246,271497994
04-Jan-2021,621250,109225,488603,103250,630648,22423,271539870
05-Jan-2021,580737,105963,486992,103482,636482,22601,271579014
06-Jan-2021,542870,102747,485262,103679,642328,22778,271615605
07-Jan-2021,507476,99581,483418,103843,648184,22956,271649811
08-Jan-2021,474394,96468,481463,103974,654048,23135,271681787
09-Jan-2021,443473,93412,479402,104072,659919,23313,271711678
10-Jan-2021,414571,90414,477237,104139,665795,23492,271739622
11-Jan-2021,387557,87478,474972,104175,671673,23671,271765744
12-Jan-2021,362307,84604,472612,104179,677553,23850,271790164
13-Jan-2021,338706,81795,470161,104154,683432,24028,271812993
14-Jan-2021,316646,79051,467622,104099,689309,24207,271834336
15-Jan-2021,296027,76374,464999,104015,695181,24386,271854288
16-Jan-2021,276753,73763,462297,103903,701049,24564,271872941
17-Jan-2021,258738,71219,459518,103762,706909,24742,271890380
18-Jan-2021,241899,68743,456668,103595,712760,24920,271906684
19-Jan-2021,226158,66334,453750,103402,718601,25098,271921927
20-Jan-2021,211445,63991,450767,103182,724431,25275,271936178
21-Jan-2021,197692,61715,447723,102938,730248,25452,271949502
22-Jan-2021,184836,59505,444622,102669,736050,25629,271961960
23-Jan-2021,172818,57361,441467,102376,741836,25805,271973607
24-Jan-2021,161584,55280,438262,102061,747605,25980,271984497
25-Jan-2021,151083,53263,435010,101723,753355,26155,271994680
26-Jan-2021,141267,51309,431715,101363,759086,26329,272004200
27-Jan-2021,132090,49416,428379,100983,764796,26503,272013103
28-Jan-2021,123511,47583,425006,100582,770484,26676,272021426
29-Jan-2021,115492,45810,421599,100162,776149,26848,272029210
30-Jan-2021,107994,44094,418160,99723,781790,27020,272036488
31-Jan-2021,100985,42435,414694,99266,787405,27190,272043294
01-Feb-2021,94433,40832,411201,98792,792994,27360,272049658
02-Feb-2021,88307,39283,407685,98300,798556,27529,272055609
03-Feb-2021,82580,37786,404149,97793,804089,27698,272061174
04-Feb-2021,77225,36341,400595,97270,809594,27865,272066378
05-Feb-2021,72219,34946,397026,96733,815068,28032,272071245
06-Feb-2021,67539,33600,393443,96181,820512,28197,272075797
07-Feb-2021,63163,32302,389849,95616,825924,28362,272080053
08-Feb-2021,59071,31049,386247,95038,831304,28525,272084034
09-Feb-2021,55246,29842,382638,94448,836651,28688,272087757
10-Feb-2021,51669,28677,379023,93847,841965,28850,272091239
11-Feb-2021,48325,27555,375406,93234,847244,29010,272094495
12-Feb-2021,45197,26474,371788,92611,852488,29170,272097541
13-Feb-2021,42273,25433,368171,91978,857697,29328,272100389
14-Feb-2021,39539,24430,364555,91336,862870,29485,272103054
15-Feb-2021,36982,23464,360944,90686,868007,29642,272105546
16-Feb-2021,34591,22534,357338,90027,873106,29797,272107876
17-Feb-2021,32355,21639,353739,89361,878168,29951,272110057
18-Feb-2021,30265,20778,350148,88687,883192,30103,272112096
19-Feb-2021,28309,19949,346566,88007,888179,30255,272114003
20-Feb-2021,26481,19152,342996,87322,893126,30406,272115788
21-Feb-2021,24771,18385,339437,86630,898035,30555,272117457
22-Feb-2021,23172,17648,335891,85933,902904,30703,272119018
23-Feb-2021,21676,16938,332360,85232,907734,30850,272120479
24-Feb-2021,20278,16256,328843,84527,912525,30995,272121845
25-Feb-2021,18969,15601,325343,83818,917275,31140,272123123
26-Feb-2021,17746,14971,321860,83105,921985,31283,272124319
27-Feb-2021,16602,14365,318395,82390,926655,31425,272125437
28-Feb-2021,15532,13783,314948,81672,931285,31566,272126484
01-Mar-2021,14531,13224,311521,80951,935874,31706,272127463
02-Mar-2021,13594,12687,308114,80229,940422,31844,272128379
03-Mar-2021,12719,12171,304727,79506,944930,31981,272129236
04-Mar-2021,11899,11675,301363,78782,949396,32117,272130037
05-Mar-2021,11133,11199,298020,78056,953822,32251,272130788
06-Mar-2021,10416,10742,294699,77331,958207,32385,272131489
07-Mar-2021,9746,10303,291402,76605,962551,32517,272132146
08-Mar-2021,9119,9881,288129,75879,966854,32648,272132760
09-Mar-2021,8532,9476,284879,75154,971116,32777,272133335
10-Mar-2021,7983,9088,281653,74429,975337,32906,272133873
