2.PSBB Total 14 September 2020
I
Jumlah:, 12590
Tanggal:,14-Sep-2020
Q
Jumlah:, 13102
Tanggal:,25-Sep-2020

4.Simulasi Pelonggaran Lockdown Total
I
Jumlah:, 2454
Tanggal:,12-Sep-2020
Q
Jumlah:, 5942
Tanggal:,12-Sep-2020

