datetime,S,E,I,Q,R,D,P
14-Sep-2020,44906010,90744,260934,54277,158405,8841,228031202
15-Sep-2020,44319797,85805,262270,54747,161407,8972,228617415
16-Sep-2020,43741236,81135,263321,55207,164434,9103,229195975
17-Sep-2020,43170229,76719,264105,55654,167487,9236,229766983
18-Sep-2020,42606675,72544,264640,56084,170564,9370,230330537
19-Sep-2020,42050478,68595,264942,56496,173664,9504,230886734
20-Sep-2020,41501542,64862,265026,56888,176786,9640,231435670
21-Sep-2020,40959771,61332,264907,57257,179929,9777,231977440
22-Sep-2020,40425073,57993,264599,57603,183091,9914,232512138
23-Sep-2020,39897355,54837,264115,57924,186272,10053,233039856
24-Sep-2020,39376526,51852,263467,58220,189470,10192,233560685
25-Sep-2020,38862497,49030,262667,58489,192684,10331,234074715
26-Sep-2020,38355177,46362,261724,58732,195912,10472,234582035
27-Sep-2020,37854480,43838,260651,58948,199152,10612,235082732
28-Sep-2020,37360319,41452,259456,59136,202403,10754,235576892
29-Sep-2020,36872609,39196,258148,59297,205664,10896,236064602
30-Sep-2020,36391266,37063,256736,59431,208934,11038,236545946
01-Oct-2020,35916206,35046,255228,59538,212209,11180,237021005
02-Oct-2020,35447348,33138,253632,59618,215490,11323,237489863
03-Oct-2020,34984611,31335,251954,59672,218775,11466,237952601
04-Oct-2020,34527914,29629,250202,59700,222062,11609,238409298
05-Oct-2020,34077179,28016,248382,59702,225350,11751,238860033
06-Oct-2020,33632328,26492,246499,59679,228637,11894,239304884
07-Oct-2020,33193284,25050,244560,59632,231922,12037,239743928
08-Oct-2020,32759971,23686,242569,59562,235204,12180,240177240
09-Oct-2020,32332315,22397,240532,59468,238482,12322,240604896
10-Oct-2020,31910242,21178,238453,59352,241753,12465,241026969
11-Oct-2020,31493679,20025,236337,59215,245018,12607,241443533
12-Oct-2020,31082553,18936,234187,59056,248275,12748,241854658
13-Oct-2020,30676795,17905,232007,58878,251522,12889,242260417
14-Oct-2020,30276333,16930,229802,58680,254759,13030,242660879
15-Oct-2020,29881099,16009,227574,58463,257984,13170,243056113
16-Oct-2020,29491024,15138,225327,58229,261197,13310,243446187
17-Oct-2020,29106042,14314,223064,57977,264397,13449,243831169
18-Oct-2020,28726085,13535,220787,57709,267583,13588,244211126
19-Oct-2020,28351089,12798,218499,57426,270753,13725,244586123
20-Oct-2020,27980987,12101,216203,57128,273907,13862,244956224
21-Oct-2020,27615717,11443,213900,56815,277044,13999,245321494
22-Oct-2020,27255216,10820,211593,56490,280164,14135,245681996
23-Oct-2020,26899420,10231,209284,56151,283266,14269,246037792
24-Oct-2020,26548269,9674,206975,55801,286348,14403,246388943
25-Oct-2020,26201702,9148,204667,55439,289411,14537,246735510
26-Oct-2020,25859659,8650,202362,55066,292454,14669,247077552
27-Oct-2020,25522081,8179,200062,54684,295476,14800,247415130
28-Oct-2020,25188910,7734,197768,54292,298476,14931,247748301
29-Oct-2020,24860089,7313,195482,53891,301455,15060,248077123
30-Oct-2020,24535560,6915,193204,53482,304412,15189,248401652
31-Oct-2020,24215267,6539,190935,53066,307345,15316,248721945
01-Nov-2020,23899156,6183,188677,52643,310256,15443,249038056
02-Nov-2020,23587171,5846,186431,52213,313143,15568,249350041
03-Nov-2020,23279258,5528,184197,51777,316006,15693,249657953
04-Nov-2020,22975366,5227,181977,51335,318845,15816,249961846
05-Nov-2020,22675440,4943,179771,50889,321660,15939,250261771
06-Nov-2020,22379430,4674,177579,50438,324450,16060,250557781
07-Nov-2020,22087284,4419,175403,49983,327215,16180,250849927
08-Nov-2020,21798952,4179,173243,49525,329955,16299,251138260
09-Nov-2020,21514383,3951,171100,49063,332670,16417,251422828
10-Nov-2020,21233530,3736,168973,48599,335359,16534,251703682
11-Nov-2020,20956343,3533,166864,48132,338022,16650,251980869
12-Nov-2020,20682774,3341,164773,47663,340660,16765,252254438
13-Nov-2020,20412776,3159,162700,47192,343271,16878,252524435
14-Nov-2020,20146303,2987,160646,46721,345857,16991,252790908
15-Nov-2020,19883309,2824,158610,46248,348417,17102,253053902
16-Nov-2020,19623748,2671,156594,45774,350951,17212,253313464
17-Nov-2020,19367575,2525,154597,45300,353458,17321,253569636
18-Nov-2020,19114747,2388,152619,44826,355940,17429,253822465
19-Nov-2020,18865218,2258,150661,44352,358395,17536,254071993
20-Nov-2020,18618948,2135,148722,43878,360825,17641,254318264
21-Nov-2020,18375892,2019,146804,43405,363228,17746,254561320
22-Nov-2020,18136009,1909,144905,42933,365605,17849,254801203
23-Nov-2020,17899257,1805,143026,42462,367956,17951,255037954
24-Nov-2020,17665596,1707,141168,41992,370282,18052,255271615
25-Nov-2020,17434986,1614,139330,41524,372581,18152,255502226
26-Nov-2020,17207386,1526,137511,41057,374855,18251,255729826
27-Nov-2020,16982757,1443,135713,40593,377103,18349,255954455
