datetime,S,I,Q,R,D
03-Jul-2021,8710731,121500,156439,1740630,41187
04-Jul-2021,8701459,121251,156322,1750043,41412
05-Jul-2021,8692216,120993,156194,1759448,41636
06-Jul-2021,8683003,120725,156053,1768846,41860
07-Jul-2021,8673820,120449,155900,1778234,42084
08-Jul-2021,8664669,120164,155734,1787613,42307
09-Jul-2021,8655549,119869,155557,1796982,42530
10-Jul-2021,8646461,119566,155367,1806339,42753
11-Jul-2021,8637407,119254,155165,1815685,42976
12-Jul-2021,8628385,118933,154951,1825019,43199
13-Jul-2021,8619398,118604,154726,1834339,43421
14-Jul-2021,8610445,118267,154488,1843645,43642
15-Jul-2021,8601528,117921,154239,1852936,43864
16-Jul-2021,8592645,117567,153977,1862212,44085
17-Jul-2021,8583800,117205,153705,1871472,44306
18-Jul-2021,8574990,116835,153420,1880715,44526
19-Jul-2021,8566218,116457,153125,1889941,44746
20-Jul-2021,8557484,116072,152818,1899149,44965
21-Jul-2021,8548787,115679,152499,1908338,45184
22-Jul-2021,8540129,115278,152170,1917507,45403
23-Jul-2021,8531510,114870,151829,1926656,45621
24-Jul-2021,8522931,114455,151478,1935785,45838
25-Jul-2021,8514392,114033,151115,1944891,46055
26-Jul-2021,8505892,113604,150742,1953976,46272
27-Jul-2021,8497434,113169,150359,1963038,46488
28-Jul-2021,8489017,112726,149964,1972077,46703
29-Jul-2021,8480641,112277,149560,1981091,46918
30-Jul-2021,8472307,111822,149145,1990081,47132
31-Jul-2021,8464015,111360,148720,1999045,47346
01-Aug-2021,8455766,110892,148286,2007984,47559
02-Aug-2021,8447560,110418,147841,2016896,47771
03-Aug-2021,8439397,109939,147387,2025782,47983
04-Aug-2021,8431278,109453,146923,2034639,48194
05-Aug-2021,8423203,108962,146449,2043468,48405
06-Aug-2021,8415171,108466,145967,2052269,48614
07-Aug-2021,8407185,107964,145475,2061040,48823
08-Aug-2021,8399243,107457,144974,2069782,49032
09-Aug-2021,8391346,106945,144465,2078492,49239
10-Aug-2021,8383494,106428,143947,2087172,49446
11-Aug-2021,8375688,105906,143420,2095821,49652
12-Aug-2021,8367928,105379,142885,2104438,49858
13-Aug-2021,8360213,104848,142341,2113022,50062
14-Aug-2021,8352545,104313,141790,2121573,50266
15-Aug-2021,8344923,103774,141230,2130091,50469
16-Aug-2021,8337348,103230,140663,2138575,50671
17-Aug-2021,8329819,102683,140088,2147024,50873
18-Aug-2021,8322338,102131,139506,2155439,51073
19-Aug-2021,8314903,101576,138916,2163818,51273
20-Aug-2021,8307516,101018,138320,2172162,51472
21-Aug-2021,8300176,100455,137716,2180469,51670
22-Aug-2021,8292884,99890,137106,2188740,51867
23-Aug-2021,8285639,99322,136489,2196975,52063
24-Aug-2021,8278442,98750,135865,2205171,52258
25-Aug-2021,8271293,98176,135235,2213330,52453
26-Aug-2021,8264192,97599,134599,2221451,52646
27-Aug-2021,8257138,97019,133957,2229534,52839
28-Aug-2021,8250133,96437,133309,2237577,53031
29-Aug-2021,8243176,95852,132656,2245582,53221
30-Aug-2021,8236267,95265,131997,2253547,53411
31-Aug-2021,8229407,94676,131332,2261472,53600
01-Sep-2021,8222594,94085,130663,2269357,53788
02-Sep-2021,8215830,93492,129988,2277201,53975
03-Sep-2021,8209115,92897,129309,2285005,54161
04-Sep-2021,8202447,92301,128625,2292768,54346
05-Sep-2021,8195828,91703,127936,2300489,54530
06-Sep-2021,8189258,91104,127243,2308169,54713
07-Sep-2021,8182735,90503,126546,2315807,54895
08-Sep-2021,8176262,89902,125844,2323403,55076
09-Sep-2021,8169836,89299,125139,2330957,55256
10-Sep-2021,8163459,88695,124430,2338468,55435
11-Sep-2021,8157129,88091,123718,2345936,55613
12-Sep-2021,8150848,87486,123002,2353361,55790
13-Sep-2021,8144615,86880,122282,2360743,55966
14-Sep-2021,8138431,86273,121560,2368082,56141
15-Sep-2021,8132294,85667,120835,2375377,56315
16-Sep-2021,8126205,85060,120107,2382628,56488
17-Sep-2021,8120164,84452,119376,2389836,56659
18-Sep-2021,8114170,83845,118642,2396999,56830
19-Sep-2021,8108224,83238,117907,2404118,57000
20-Sep-2021,8102326,82631,117169,2411193,57168
21-Sep-2021,8096475,82024,116429,2418224,57336
22-Sep-2021,8090672,81417,115687,2425209,57502
23-Sep-2021,8084915,80811,114943,2432150,57668
24-Sep-2021,8079206,80205,114198,2439046,57832
25-Sep-2021,8073544,79599,113451,2445898,57995
26-Sep-2021,8067928,78995,112702,2452704,58158
27-Sep-2021,8062359,78391,111953,2459465,58319
28-Sep-2021,8056837,77788,111202,2466181,58479
29-Sep-2021,8051361,77186,110451,2472852,58638
30-Sep-2021,8045931,76585,109698,2479478,58796
01-Oct-2021,8040547,75985,108945,2486058,58952
02-Oct-2021,8035209,75386,108191,2492593,59108
03-Oct-2021,8029917,74788,107437,2499082,59263
04-Oct-2021,8024670,74192,106682,2505526,59416
05-Oct-2021,8019469,73597,105927,2511925,59569
06-Oct-2021,8014313,73003,105173,2518278,59720
07-Oct-2021,8009201,72411,104418,2524586,59871
08-Oct-2021,8004135,71821,103663,2530848,60020
09-Oct-2021,7999113,71232,102908,2537065,60168
10-Oct-2021,7994135,70645,102154,2543237,60315
11-Oct-2021,7989202,70060,101401,2549363,60461
12-Oct-2021,7984313,69477,100648,2555444,60606
13-Oct-2021,7979467,68895,99895,2561479,60750
14-Oct-2021,7974665,68316,99144,2567470,60893
15-Oct-2021,7969907,67738,98393,2573415,61034
16-Oct-2021,7965191,67163,97644,2579315,61175
17-Oct-2021,7960518,66590,96895,2585169,61314
18-Oct-2021,7955888,66019,96148,2590979,61453
19-Oct-2021,7951301,65450,95402,2596744,61590
20-Oct-2021,7946756,64883,94657,2602464,61727
21-Oct-2021,7942252,64319,93914,2608139,61862
22-Oct-2021,7937791,63758,93173,2613770,61996
23-Oct-2021,7933371,63198,92433,2619356,62129
24-Oct-2021,7928992,62641,91695,2624897,62261
25-Oct-2021,7924654,62087,90959,2630394,62392
26-Oct-2021,7920358,61536,90225,2635847,62522
27-Oct-2021,7916101,60986,89492,2641256,62651
28-Oct-2021,7911885,60440,88762,2646621,62779
29-Oct-2021,7907709,59896,88034,2651941,62906
30-Oct-2021,7903573,59355,87308,2657218,63032
31-Oct-2021,7899477,58817,86585,2662452,63156
01-Nov-2021,7895419,58282,85864,2667642,63280
02-Nov-2021,7891401,57749,85146,2672789,63403
03-Nov-2021,7887422,57219,84430,2677892,63524
04-Nov-2021,7883481,56692,83716,2682953,63645
05-Nov-2021,7879578,56168,83005,2687970,63764
06-Nov-2021,7875714,55647,82297,2692945,63883
07-Nov-2021,7871887,55129,81592,2697877,64001
08-Nov-2021,7868098,54614,80890,2702767,64117
09-Nov-2021,7864346,54102,80190,2707615,64233
10-Nov-2021,7860631,53593,79494,2712421,64347
11-Nov-2021,7856953,53088,78800,2717185,64461
12-Nov-2021,7853311,52585,78110,2721907,64573
13-Nov-2021,7849706,52085,77423,2726588,64685
14-Nov-2021,7846136,51588,76739,2731228,64795
15-Nov-2021,7842602,51095,76058,2735826,64905
16-Nov-2021,7839104,50605,75380,2740384,65014
17-Nov-2021,7835641,50118,74706,2744901,65121
18-Nov-2021,7832212,49634,74035,2749378,65228
19-Nov-2021,7828819,49153,73368,2753814,65334
20-Nov-2021,7825459,48676,72704,2758210,65438
21-Nov-2021,7822134,48201,72043,2762566,65542
22-Nov-2021,7818843,47730,71386,2766883,65645
23-Nov-2021,7815585,47262,70733,2771160,65747
24-Nov-2021,7812360,46798,70083,2775398,65848
25-Nov-2021,7809169,46337,69437,2779597,65948
26-Nov-2021,7806010,45879,68794,2783757,66047
27-Nov-2021,7802884,45424,68155,2787879,66145
28-Nov-2021,7799790,44972,67520,2791962,66243
29-Nov-2021,7796728,44524,66889,2796007,66339
30-Nov-2021,7793698,44079,66261,2800014,66435
01-Dec-2021,7790699,43638,65637,2803984,66529
02-Dec-2021,7787732,43199,65017,2807916,66623
03-Dec-2021,7784795,42764,64401,2811811,66716
04-Dec-2021,7781889,42333,63789,2815669,66808
05-Dec-2021,7779014,41904,63180,2819490,66899
06-Dec-2021,7776169,41479,62576,2823275,66989
07-Dec-2021,7773353,41057,61975,2827023,67078
08-Dec-2021,7770568,40639,61378,2830736,67167
09-Dec-2021,7767811,40224,60785,2834412,67254
10-Dec-2021,7765084,39812,60197,2838053,67341
11-Dec-2021,7762386,39403,59612,2841659,67427
12-Dec-2021,7759717,38998,59031,2845230,67512
13-Dec-2021,7757076,38595,58454,2848765,67597
14-Dec-2021,7754463,38197,57881,2852267,67680
15-Dec-2021,7751878,37801,57312,2855733,67763
16-Dec-2021,7749320,37409,56748,2859166,67844
17-Dec-2021,7746790,37019,56187,2862565,67925
18-Dec-2021,7744287,36634,55630,2865930,68006
19-Dec-2021,7741812,36251,55078,2869262,68085
20-Dec-2021,7739362,35872,54529,2872561,68164
21-Dec-2021,7736939,35495,53984,2875826,68241
22-Dec-2021,7734543,35122,53444,2879060,68318
23-Dec-2021,7732172,34753,52907,2882260,68395
24-Dec-2021,7729827,34386,52375,2885429,68470
25-Dec-2021,7727508,34022,51847,2888565,68545
26-Dec-2021,7725213,33662,51322,2891670,68619
27-Dec-2021,7722944,33305,50802,2894744,68692
28-Dec-2021,7720699,32951,50286,2897786,68765
29-Dec-2021,7718479,32600,49774,2900797,68837
30-Dec-2021,7716284,32252,49265,2903778,68908
31-Dec-2021,7714112,31908,48761,2906728,68978
01-Jan-2022,7711964,31566,48261,2909648,69047
02-Jan-2022,7709840,31228,47765,2912538,69116
03-Jan-2022,7707739,30892,47273,2915398,69185
04-Jan-2022,7705661,30560,46785,2918229,69252
05-Jan-2022,7703606,30230,46301,2921031,69319
06-Jan-2022,7701574,29904,45821,2923803,69385
07-Jan-2022,7699565,29581,45345,2926547,69450
08-Jan-2022,7697577,29260,44873,2929262,69515
09-Jan-2022,7695612,28943,44405,2931949,69579
10-Jan-2022,7693668,28628,43940,2934608,69642
11-Jan-2022,7691746,28317,43480,2937239,69705
12-Jan-2022,7689846,28008,43024,2939842,69767
13-Jan-2022,7687967,27702,42571,2942418,69828
14-Jan-2022,7686108,27400,42123,2944967,69889
15-Jan-2022,7684271,27100,41678,2947489,69949
16-Jan-2022,7682454,26803,41237,2949984,70009
17-Jan-2022,7680657,26508,40800,2952453,70068
18-Jan-2022,7678881,26217,40367,2954896,70126
19-Jan-2022,7677124,25928,39938,2957313,70183
20-Jan-2022,7675388,25642,39512,2959704,70240
21-Jan-2022,7673670,25359,39091,2962070,70297
22-Jan-2022,7671973,25079,38673,2964410,70353
23-Jan-2022,7670294,24801,38259,2966725,70408
24-Jan-2022,7668634,24526,37848,2969016,70462
25-Jan-2022,7666993,24254,37442,2971282,70516
26-Jan-2022,7665371,23985,37039,2973523,70570
27-Jan-2022,7663767,23718,36639,2975741,70623
28-Jan-2022,7662181,23454,36244,2977934,70675
29-Jan-2022,7660613,23192,35852,2980104,70727
30-Jan-2022,7659063,22933,35463,2982250,70778
31-Jan-2022,7657530,22677,35078,2984373,70828
01-Feb-2022,7656015,22423,34697,2986473,70878
02-Feb-2022,7654518,22171,34320,2988550,70928
03-Feb-2022,7653037,21923,33946,2990605,70977
04-Feb-2022,7651573,21676,33575,2992637,71025
05-Feb-2022,7650126,21433,33208,2994647,71073
06-Feb-2022,7648696,21191,32845,2996635,71121
07-Feb-2022,7647282,20953,32484,2998601,71167
08-Feb-2022,7645884,20716,32128,3000545,71214
09-Feb-2022,7644502,20482,31775,3002468,71260
10-Feb-2022,7643136,20251,31425,3004370,71305
11-Feb-2022,7641786,20021,31078,3006251,71350
12-Feb-2022,7640451,19795,30735,3008112,71394
13-Feb-2022,7639132,19570,30396,3009952,71438
14-Feb-2022,7637828,19348,30059,3011771,71481
15-Feb-2022,7636538,19128,29726,3013570,71524
16-Feb-2022,7635264,18911,29396,3015350,71567
17-Feb-2022,7634004,18695,29070,3017109,71608
18-Feb-2022,7632759,18482,28746,3018849,71650
19-Feb-2022,7631529,18271,28426,3020570,71691
20-Feb-2022,7630312,18063,28109,3022271,71732
21-Feb-2022,7629110,17856,27795,3023954,71772
22-Feb-2022,7627922,17652,27485,3025617,71811
23-Feb-2022,7626747,17450,27177,3027262,71850
24-Feb-2022,7625586,17250,26873,3028889,71889
25-Feb-2022,7624439,17052,26571,3030498,71928
26-Feb-2022,7623304,16856,26273,3032088,71965
27-Feb-2022,7622183,16663,25977,3033660,72003
28-Feb-2022,7621076,16471,25685,3035215,72040
01-Mar-2022,7619981,16282,25396,3036753,72077
02-Mar-2022,7618898,16094,25109,3038273,72113
03-Mar-2022,7617829,15908,24826,3039775,72149
04-Mar-2022,7616771,15725,24545,3041261,72184
05-Mar-2022,7615727,15543,24268,3042730,72219
06-Mar-2022,7614694,15364,23993,3044183,72254
07-Mar-2022,7613674,15186,23721,3045619,72288
08-Mar-2022,7612665,15010,23451,3047038,72322
09-Mar-2022,7611668,14837,23185,3048442,72355
10-Mar-2022,7610683,14665,22921,3049829,72388
11-Mar-2022,7609710,14495,22661,3051201,72421
12-Mar-2022,7608747,14326,22402,3052557,72453
13-Mar-2022,7607797,14160,22147,3053898,72485
14-Mar-2022,7606857,13995,21894,3055224,72517
15-Mar-2022,7605928,13833,21644,3056534,72548
16-Mar-2022,7605011,13672,21397,3057829,72579
17-Mar-2022,7604104,13512,21152,3059110,72609
18-Mar-2022,7603207,13355,20909,3060376,72640
19-Mar-2022,7602322,13199,20670,3061627,72669
20-Mar-2022,7601446,13045,20433,3062864,72699
21-Mar-2022,7600581,12893,20198,3064087,72728
22-Mar-2022,7599727,12742,19966,3065296,72757
23-Mar-2022,7598882,12593,19736,3066490,72785
24-Mar-2022,7598047,12446,19509,3067672,72814
25-Mar-2022,7597222,12300,19284,3068839,72841
26-Mar-2022,7596407,12156,19062,3069993,72869
27-Mar-2022,7595602,12014,18842,3071134,72896
28-Mar-2022,7594806,11873,18624,3072261,72923
29-Mar-2022,7594019,11733,18409,3073376,72949
30-Mar-2022,7593242,11596,18196,3074478,72976
31-Mar-2022,7592474,11459,17985,3075566,73002
01-Apr-2022,7591715,11325,17777,3076643,73027
02-Apr-2022,7590966,11191,17571,3077707,73053
03-Apr-2022,7590225,11060,17367,3078758,73078
04-Apr-2022,7589492,10930,17165,3079797,73102
05-Apr-2022,7588769,10801,16966,3080824,73127
06-Apr-2022,7588054,10673,16769,3081840,73151
07-Apr-2022,7587347,10548,16574,3082843,73175
08-Apr-2022,7586649,10423,16381,3083835,73199
09-Apr-2022,7585960,10300,16190,3084815,73222
10-Apr-2022,7585278,10178,16001,3085784,73245
11-Apr-2022,7584605,10058,15815,3086742,73268
12-Apr-2022,7583939,9939,15630,3087688,73291
13-Apr-2022,7583282,9822,15447,3088623,73313
14-Apr-2022,7582632,9705,15267,3089548,73335
15-Apr-2022,7581990,9591,15088,3090461,73357
16-Apr-2022,7581356,9477,14912,3091364,73378
17-Apr-2022,7580730,9365,14737,3092256,73399
18-Apr-2022,7580110,9254,14565,3093138,73420
19-Apr-2022,7579499,9144,14394,3094010,73441
20-Apr-2022,7578894,9035,14225,3094871,73462
21-Apr-2022,7578297,8928,14058,3095722,73482
22-Apr-2022,7577707,8822,13893,3096563,73502
23-Apr-2022,7577124,8717,13730,3097395,73522
24-Apr-2022,7576548,8614,13568,3098216,73541
25-Apr-2022,7575978,8511,13409,3099028,73561
26-Apr-2022,7575416,8410,13251,3099830,73580
27-Apr-2022,7574860,8310,13095,3100623,73599
28-Apr-2022,7574311,8211,12941,3101407,73617
29-Apr-2022,7573769,8113,12788,3102181,73636
30-Apr-2022,7573233,8016,12637,3102946,73654
01-May-2022,7572703,7921,12488,3103702,73672
02-May-2022,7572180,7826,12341,3104450,73690
03-May-2022,7571663,7733,12195,3105188,73708
04-May-2022,7571153,7641,12051,3105918,73725
05-May-2022,7570648,7549,11908,3106639,73742
06-May-2022,7570150,7459,11767,3107351,73759
07-May-2022,7569657,7370,11628,3108055,73776
08-May-2022,7569171,7282,11490,3108751,73793
09-May-2022,7568690,7195,11354,3109439,73809
10-May-2022,7568215,7109,11220,3110118,73825
11-May-2022,7567746,7024,11087,3110789,73841
12-May-2022,7567282,6940,10955,3111453,73857
13-May-2022,7566824,6857,10825,3112108,73873
14-May-2022,7566372,6775,10697,3112756,73888
15-May-2022,7565925,6694,10570,3113396,73903
16-May-2022,7565483,6613,10444,3114029,73918
17-May-2022,7565046,6534,10320,3114653,73933
18-May-2022,7564615,6456,10197,3115271,73948
19-May-2022,7564189,6378,10076,3115881,73962
20-May-2022,7563769,6302,9956,3116484,73977
21-May-2022,7563353,6226,9837,3117080,73991
22-May-2022,7562942,6151,9720,3117668,74005
23-May-2022,7562537,6077,9604,3118250,74019
24-May-2022,7562136,6004,9490,3118824,74033
25-May-2022,7561740,5932,9377,3119392,74046
26-May-2022,7561348,5861,9265,3119953,74059
27-May-2022,7560962,5791,9154,3120508,74073
28-May-2022,7560580,5721,9045,3121055,74086
29-May-2022,7560203,5652,8937,3121596,74099
30-May-2022,7559830,5584,8830,3122131,74111
31-May-2022,7559462,5517,8725,3122660,74124
01-Jun-2022,7559098,5450,8620,3123182,74136
02-Jun-2022,7558739,5385,8517,3123697,74149
03-Jun-2022,7558384,5320,8415,3124207,74161
04-Jun-2022,7558033,5256,8315,3124710,74173
05-Jun-2022,7557687,5192,8215,3125208,74185
06-Jun-2022,7557345,5130,8117,3125699,74196
07-Jun-2022,7557006,5068,8019,3126185,74208
08-Jun-2022,7556672,5007,7923,3126665,74219
09-Jun-2022,7556342,4947,7828,3127139,74231
10-Jun-2022,7556017,4887,7735,3127607,74242
11-Jun-2022,7555694,4828,7642,3128070,74253
12-Jun-2022,7555376,4770,7550,3128527,74264
13-Jun-2022,7555062,4712,7459,3128979,74275
14-Jun-2022,7554752,4655,7370,3129425,74285
15-Jun-2022,7554445,4599,7281,3129866,74296
16-Jun-2022,7554142,4543,7194,3130302,74306
17-Jun-2022,7553843,4488,7107,3130732,74316
18-Jun-2022,7553547,4434,7022,3131157,74326
19-Jun-2022,7553255,4380,6938,3131578,74337
20-Jun-2022,7552966,4328,6854,3131993,74346
21-Jun-2022,7552681,4275,6772,3132403,74356
22-Jun-2022,7552400,4223,6690,3132808,74366
23-Jun-2022,7552121,4172,6610,3133208,74375
24-Jun-2022,7551847,4122,6530,3133604,74385
25-Jun-2022,7551575,4072,6452,3133994,74394
26-Jun-2022,7551307,4023,6374,3134380,74403
27-Jun-2022,7551042,3974,6297,3134762,74412
28-Jun-2022,7550780,3926,6221,3135138,74421
29-Jun-2022,7550522,3878,6146,3135511,74430
30-Jun-2022,7550266,3831,6072,3135878,74439
01-Jul-2022,7550014,3785,5999,3136242,74448
02-Jul-2022,7549765,3739,5926,3136600,74456
03-Jul-2022,7549519,3694,5855,3136955,74465
04-Jul-2022,7549276,3649,5784,3137305,74473
05-Jul-2022,7549035,3605,5714,3137651,74481
06-Jul-2022,7548798,3561,5645,3137993,74489
07-Jul-2022,7548564,3518,5577,3138331,74497
08-Jul-2022,7548332,3475,5510,3138665,74505
09-Jul-2022,7548103,3433,5443,3138994,74513
10-Jul-2022,7547877,3391,5378,3139320,74521
11-Jul-2022,7547654,3350,5313,3139642,74529
12-Jul-2022,7547434,3309,5248,3139959,74536
13-Jul-2022,7547216,3269,5185,3140273,74544
14-Jul-2022,7547001,3229,5122,3140584,74551
15-Jul-2022,7546788,3190,5060,3140890,74558
16-Jul-2022,7546578,3151,4999,3141193,74566
17-Jul-2022,7546371,3113,4938,3141492,74573
18-Jul-2022,7546166,3075,4879,3141787,74580
19-Jul-2022,7545963,3038,4820,3142079,74587
20-Jul-2022,7545763,3001,4761,3142368,74594
21-Jul-2022,7545566,2965,4704,3142652,74600
22-Jul-2022,7545371,2929,4647,3142934,74607
23-Jul-2022,7545178,2893,4590,3143212,74614
24-Jul-2022,7544988,2858,4535,3143486,74620
25-Jul-2022,7544800,2823,4480,3143758,74627
26-Jul-2022,7544614,2789,4425,3144026,74633
27-Jul-2022,7544431,2755,4372,3144290,74639
28-Jul-2022,7544249,2721,4319,3144552,74646
29-Jul-2022,7544070,2688,4266,3144810,74652
30-Jul-2022,7543893,2655,4215,3145066,74658
31-Jul-2022,7543719,2623,4163,3145318,74664
01-Aug-2022,7543546,2591,4113,3145567,74670
02-Aug-2022,7543376,2560,4063,3145813,74676
03-Aug-2022,7543207,2528,4014,3146056,74682
04-Aug-2022,7543041,2498,3965,3146296,74687
05-Aug-2022,7542877,2467,3917,3146533,74693
06-Aug-2022,7542714,2437,3869,3146768,74699
07-Aug-2022,7542554,2407,3822,3146999,74704
08-Aug-2022,7542396,2378,3776,3147228,74709
09-Aug-2022,7542239,2349,3730,3147454,74715
10-Aug-2022,7542085,2320,3685,3147677,74720
11-Aug-2022,7541932,2292,3640,3147897,74725
12-Aug-2022,7541782,2264,3596,3148115,74731
13-Aug-2022,7541633,2237,3552,3148330,74736
14-Aug-2022,7541486,2209,3509,3148543,74741
15-Aug-2022,7541340,2182,3466,3148753,74746
16-Aug-2022,7541197,2156,3424,3148960,74751
17-Aug-2022,7541055,2129,3382,3149165,74756
18-Aug-2022,7540915,2104,3341,3149367,74760
19-Aug-2022,7540777,2078,3300,3149567,74765
20-Aug-2022,7540640,2052,3260,3149764,74770
21-Aug-2022,7540505,2027,3221,3149959,74775
22-Aug-2022,7540372,2003,3181,3150152,74779
23-Aug-2022,7540240,1978,3143,3150342,74784
24-Aug-2022,7540110,1954,3104,3150530,74788
25-Aug-2022,7539981,1930,3067,3150716,74793
26-Aug-2022,7539854,1907,3029,3150900,74797
27-Aug-2022,7539729,1883,2992,3151081,74801
28-Aug-2022,7539605,1860,2956,3151260,74806
29-Aug-2022,7539483,1838,2920,3151437,74810
30-Aug-2022,7539362,1815,2884,3151611,74814
31-Aug-2022,7539243,1793,2849,3151784,74818
01-Sep-2022,7539125,1771,2814,3151954,74822
02-Sep-2022,7539008,1750,2780,3152123,74826
03-Sep-2022,7538893,1728,2746,3152289,74830
04-Sep-2022,7538780,1707,2713,3152453,74834
05-Sep-2022,7538667,1686,2680,3152616,74838
06-Sep-2022,7538557,1666,2647,3152776,74842
07-Sep-2022,7538447,1645,2615,3152934,74845
08-Sep-2022,7538339,1625,2583,3153091,74849
09-Sep-2022,7538232,1605,2551,3153245,74853
10-Sep-2022,7538127,1586,2520,3153398,74857
11-Sep-2022,7538022,1566,2490,3153549,74860
12-Sep-2022,7537919,1547,2459,3153698,74864
13-Sep-2022,7537818,1528,2429,3153845,74867
14-Sep-2022,7537717,1510,2400,3153990,74871
15-Sep-2022,7537618,1491,2370,3154134,74874
16-Sep-2022,7537520,1473,2341,3154275,74877
17-Sep-2022,7537423,1455,2313,3154415,74881
18-Sep-2022,7537328,1437,2284,3154554,74884
19-Sep-2022,7537233,1419,2257,3154691,74887
20-Sep-2022,7537140,1402,2229,3154826,74891
21-Sep-2022,7537048,1385,2202,3154959,74894
22-Sep-2022,7536957,1368,2175,3155091,74897
23-Sep-2022,7536867,1351,2148,3155221,74900
24-Sep-2022,7536778,1335,2122,3155349,74903
25-Sep-2022,7536690,1318,2096,3155476,74906
26-Sep-2022,7536603,1302,2071,3155602,74909
27-Sep-2022,7536518,1286,2045,3155725,74912
28-Sep-2022,7536433,1271,2020,3155848,74915
29-Sep-2022,7536350,1255,1996,3155969,74918
30-Sep-2022,7536267,1240,1971,3156088,74921
01-Oct-2022,7536186,1225,1947,3156206,74923
