datetime,S,Q,R,D,Q_s,R_s,D_s
29-Sep-2020,10517872,12986,58494,1754,27492,147968,4202
30-Sep-2020,10517872,12262,59550,1775,24907,150158,4244
01-Oct-2020,10517872,11566,60546,1794,22565,152142,4283
02-Oct-2020,10517872,10898,61486,1812,20444,153939,4318
03-Oct-2020,10517872,10258,62370,1829,18522,155568,4349
04-Oct-2020,10517872,9647,63202,1845,16780,157043,4378
05-Oct-2020,10517872,9065,63985,1861,15203,158379,4404
06-Oct-2020,10517872,8510,64720,1875,13773,159590,4427
07-Oct-2020,10517872,7984,65409,1888,12478,160687,4449
08-Oct-2020,10517872,7485,66056,1901,11305,161681,4468
09-Oct-2020,10517872,7012,66662,1913,10242,162582,4485
10-Oct-2020,10517872,6564,67230,1924,9279,163398,4501
11-Oct-2020,10517872,6142,67761,1934,8407,164137,4516
12-Oct-2020,10517872,5743,68258,1944,7617,164806,4529
13-Oct-2020,10517872,5367,68722,1953,6900,165413,4540
14-Oct-2020,10517872,5013,69156,1961,6252,165962,4551
