datetime,S,Q,R,D,Q_s,R_s,D_s
05-Jun-2020,10755119,4401,2751,532,4401,2751,532
06-Jun-2020,10754632,4267,2999,539,4505,3006,539
07-Jun-2020,10754133,4143,3240,546,4612,3267,546
08-Jun-2020,10753622,4030,3473,552,4722,3534,554
09-Jun-2020,10753100,3926,3701,558,4834,3807,561
10-Jun-2020,10752565,3830,3923,565,4948,4087,569
11-Jun-2020,10752017,3744,4140,571,5066,4374,577
12-Jun-2020,10751456,3665,4351,577,5186,4667,585
13-Jun-2020,10750883,3594,4559,582,5308,4967,594
14-Jun-2020,10750295,3530,4763,588,5434,5274,602
15-Jun-2020,10749694,3474,4963,594,5563,5589,611
16-Jun-2020,10749078,3424,5161,599,5694,5911,620
17-Jun-2020,10748448,3380,5355,604,5829,6241,629
18-Jun-2020,10747803,3342,5548,610,5967,6578,638
19-Jun-2020,10747143,3311,5738,615,6108,6924,648
20-Jun-2020,10746467,3284,5927,620,6253,7278,658
21-Jun-2020,10745776,3264,6114,626,6400,7640,668
22-Jun-2020,10745068,3248,6300,631,6552,8010,678
23-Jun-2020,10744343,3237,6486,636,6706,8390,689
24-Jun-2020,10743602,3231,6671,641,6865,8778,700
25-Jun-2020,10742843,3230,6856,646,7027,9175,711
26-Jun-2020,10742066,3233,7041,651,7193,9582,722
27-Jun-2020,10741270,3240,7226,656,7362,9999,734
28-Jun-2020,10740456,3251,7411,662,7536,10425,746
29-Jun-2020,10739623,3267,7598,667,7714,10861,758
30-Jun-2020,10738771,3286,7785,672,7895,11308,770
01-Jul-2020,10737898,3309,7974,677,8081,11765,783
02-Jul-2020,10737005,3335,8164,683,8272,12233,796
03-Jul-2020,10736091,3365,8356,688,8466,12712,809
04-Jul-2020,10735155,3399,8549,693,8666,13202,823
05-Jul-2020,10734198,3436,8745,699,8869,13704,837
06-Jul-2020,10733218,3476,8943,704,9078,14217,851
07-Jul-2020,10732215,3520,9143,710,9291,14743,866
08-Jul-2020,10731189,3567,9346,715,9509,15281,881
09-Jul-2020,10730138,3617,9551,721,9733,15831,896
10-Jul-2020,10729064,3670,9760,727,9961,16395,912
11-Jul-2020,10727964,3726,9971,733,10195,16971,928
12-Jul-2020,10726838,3785,10186,739,10434,17561,944
