datetime,S,NQ,ND,I,Q,R,D
12-Sep-2020,10711812,0,3545,2745,5936,38227,1345
13-Sep-2020,10711568,0,3545,2734,5692,38715,1355
14-Sep-2020,10711326,0,3545,2723,5468,39184,1364
15-Sep-2020,10711084,0,3545,2712,5261,39634,1373
16-Sep-2020,10710843,0,3545,2701,5070,40068,1382
17-Sep-2020,10710604,0,3545,2690,4893,40486,1391
18-Sep-2020,10710365,0,3545,2679,4731,40890,1399
19-Sep-2020,10710127,0,3545,2668,4580,41281,1407
20-Sep-2020,10709891,0,3545,2657,4441,41660,1415
21-Sep-2020,10709655,0,3545,2647,4313,42028,1422
22-Sep-2020,10709420,0,3545,2636,4194,42385,1430
23-Sep-2020,10709186,0,3545,2625,4083,42733,1437
24-Sep-2020,10708953,0,3545,2615,3981,43071,1444
25-Sep-2020,10708721,0,3545,2604,3887,43402,1450
26-Sep-2020,10708490,0,3545,2594,3799,43725,1457
27-Sep-2020,10708260,0,3545,2583,3718,44040,1463
28-Sep-2020,10708031,0,3545,2573,3642,44349,1470
29-Sep-2020,10707802,0,3545,2562,3571,44652,1476
30-Sep-2020,10707575,0,3545,2552,3506,44949,1482
01-Oct-2020,10707349,0,3545,2541,3445,45241,1488
02-Oct-2020,10707123,0,3545,2531,3388,45528,1494
03-Oct-2020,10706899,0,3545,2521,3334,45811,1500
04-Oct-2020,10706675,0,3545,2511,3285,46089,1505
05-Oct-2020,10706452,0,3545,2500,3238,46362,1511
06-Oct-2020,10706231,0,3545,2490,3194,46633,1516
07-Oct-2020,10706010,0,3545,2480,3153,46899,1522
08-Oct-2020,10705790,0,3545,2470,3115,47162,1527
09-Oct-2020,10705571,0,3545,2460,3079,47423,1532
10-Oct-2020,10705352,0,3545,2450,3044,47680,1538
11-Oct-2020,10705135,0,3545,2440,3012,47934,1543
12-Oct-2020,10704919,0,3545,2430,2982,48186,1548
13-Oct-2020,10704703,0,3545,2420,2953,48435,1553
14-Oct-2020,10704488,0,3545,2410,2925,48682,1558
15-Oct-2020,10704275,0,3545,2400,2899,48927,1563
16-Oct-2020,10704062,0,3545,2390,2875,49169,1568
17-Oct-2020,10703850,0,3545,2381,2851,49410,1573
18-Oct-2020,10703639,0,3545,2371,2828,49648,1578
19-Oct-2020,10703428,0,3545,2361,2807,49885,1583
20-Oct-2020,10703219,0,3545,2352,2786,50120,1587
21-Oct-2020,10703010,0,3545,2342,2766,50353,1592
22-Oct-2020,10702803,0,3545,2332,2747,50584,1597
23-Oct-2020,10702596,0,3545,2323,2729,50814,1602
24-Oct-2020,10702390,0,3545,2313,2711,51043,1606
25-Oct-2020,10702185,0,3545,2304,2694,51270,1611
26-Oct-2020,10701981,0,3545,2294,2678,51496,1616
27-Oct-2020,10701777,0,3545,2285,2662,51720,1620
28-Oct-2020,10701575,0,3545,2276,2646,51943,1625
29-Oct-2020,10701373,0,3545,2266,2631,52165,1629
30-Oct-2020,10701172,0,3545,2257,2617,52385,1634
31-Oct-2020,10700972,0,3545,2248,2602,52604,1638
01-Nov-2020,10700772,0,3545,2238,2588,52822,1643
02-Nov-2020,10700574,0,3545,2229,2575,53039,1647
03-Nov-2020,10700376,0,3545,2220,2561,53255,1651
04-Nov-2020,10700180,0,3545,2211,2548,53469,1656
05-Nov-2020,10699984,0,3545,2202,2536,53683,1660
06-Nov-2020,10699788,0,3545,2193,2523,53895,1665
07-Nov-2020,10699594,0,3545,2184,2511,54107,1669
08-Nov-2020,10699400,0,3545,2175,2499,54317,1673
09-Nov-2020,10699208,0,3545,2166,2487,54527,1677
10-Nov-2020,10699016,0,3545,2157,2475,54735,1682
11-Nov-2020,10698824,0,3545,2148,2463,54942,1686
12-Nov-2020,10698634,0,3545,2139,2452,55149,1690
13-Nov-2020,10698444,0,3545,2130,2441,55354,1694
14-Nov-2020,10698256,0,3545,2121,2430,55559,1699
15-Nov-2020,10698068,0,3545,2113,2419,55763,1703
16-Nov-2020,10697880,0,3545,2104,2408,55965,1707
17-Nov-2020,10697694,0,3545,2095,2397,56167,1711
18-Nov-2020,10697508,0,3545,2086,2386,56368,1715
19-Nov-2020,10697323,0,3545,2078,2376,56568,1719
20-Nov-2020,10697139,0,3545,2069,2365,56767,1723
21-Nov-2020,10696956,0,3545,2061,2355,56965,1727
22-Nov-2020,10696773,0,3545,2052,2345,57163,1731
23-Nov-2020,10696591,0,3545,2044,2335,57359,1735
24-Nov-2020,10696410,0,3545,2035,2325,57555,1739
25-Nov-2020,10696230,0,3545,2027,2314,57750,1743
26-Nov-2020,10696050,0,3545,2018,2305,57944,1747
27-Nov-2020,10695871,0,3545,2010,2295,58137,1751
28-Nov-2020,10695693,0,3545,2001,2285,58329,1755
29-Nov-2020,10695516,0,3545,1993,2275,58521,1759
30-Nov-2020,10695339,0,3545,1985,2265,58712,1763
01-Dec-2020,10695163,0,3545,1977,2256,58901,1767
02-Dec-2020,10694988,0,3545,1968,2246,59091,1771
